item,variety,date,price,unit
currants,black,2019-09-06,3.46,kg
blueberries,blueberries,2019-09-06,4.96,kg
gooseberries,gooseberries,2019-09-06,4.96,kg
pears,conference,2019-09-06,0.95,kg
pears,other,2019-09-06,0.83,kg
plums,victoria,2019-09-06,2.09,kg
plums,all_other,2019-09-06,1.33,kg
raspberries,raspberries,2019-09-06,7.4,kg
strawberries,strawberries,2019-09-06,2.12,kg
beans,broad,2019-09-06,1.36,kg
beans,dwarf_french_or_kidney,2019-09-06,1.77,kg
beans,runner_climbing,2019-09-06,1.35,kg
beetroot,beetroot,2019-09-06,0.49,kg
brussels_sprouts,brussels_sprouts,2019-09-06,0.94,kg
pak_choi,pak_choi,2019-09-06,2.78,kg
curly_kale,curly_kale,2019-09-06,2.94,kg
cabbage,red,2019-09-06,0.58,kg
cabbage,savoy,2019-09-06,0.52,head
spring_greens,prepacked,2019-09-06,1.02,kg
cabbage,summer_autumn_pointed,2019-09-06,0.58,kg
cabbage,white,2019-09-06,0.63,kg
cabbage,round_green_other,2019-09-06,0.49,head
calabrese,calabrese,2019-09-06,1.56,kg
capsicum,green,2019-09-06,0.93,kg
capsicum,red,2019-09-06,0.84,kg
capsicum,elongated,2019-09-06,1.14,kg
capsicum,yelloworange,2019-09-06,0.91,kg
carrots,topped_washed,2019-09-06,0.39,kg
cauliflower,all,2019-09-06,0.79,head
celery,all_washed,2019-09-06,0.76,kg
celeriac,celeriac,2019-09-06,0.69,kg
chinese_leaf,chinese_leaf,2019-09-06,1,kg
coriander,coriander,2019-09-06,1.45,kg
courgettes,courgettes,2019-09-06,1.17,kg
cucumbers,cucumbers,2019-09-06,0.97,kg
leeks,trimmed,2019-09-06,1.21,kg
lettuce,butterhead_indoor,2019-09-06,0.41,head
lettuce,cos,2019-09-06,0.55,head
lettuce,crisp_iceberg_type,2019-09-06,0.51,head
lettuce,little_gem,2019-09-06,0.6,twin
rocket,rocket,2019-09-06,4.71,kg
mixed_babyleaf_salad,pillow_pack,2019-09-06,4.88,kg
onion,bulb_brown,2019-09-06,0.39,kg
onion,bulb_red,2019-09-06,0.49,kg
onion,saladspring,2019-09-06,0.26,kg
swede,swede,2019-09-06,0.24,kg
turnip,turnip,2019-09-06,1.11,kg
parsnips,all_varieties,2019-09-06,1.27,kg
peas,shelling_all_varieties,2019-09-06,1.54,kg
rhubarb,outdoor,2019-09-06,1.09,kg
spinach_leaf,loosebunches,2019-09-06,1.43,kg
sweetcorn,sweetcorn,2019-09-06,0.18,head
tomatoes,round,2019-09-06,1.17,kg
tomatoes,vine,2019-09-06,2.38,kg
gladioli,all_varieties,2019-09-06,0.24,stem
apples,bramleys_seedling,2019-08-30,0.97,kg
apples,coxs_orange_group,2019-08-30,1.32,kg
apples,gala,2019-08-30,0.99,kg
apples,other_early_season,2019-08-30,0.75,kg
blackberries,blackberries,2019-08-30,6.26,kg
currants,black,2019-08-30,3.96,kg
currants,red,2019-08-30,7.2,kg
blueberries,blueberries,2019-08-30,6.55,kg
cherries,all,2019-08-30,3.06,kg
gooseberries,gooseberries,2019-08-30,4.02,kg
pears,conference,2019-08-30,0.98,kg
pears,other,2019-08-30,0.88,kg
plums,victoria,2019-08-30,1.51,kg
plums,all_other,2019-08-30,1.37,kg
raspberries,raspberries,2019-08-30,8.89,kg
strawberries,strawberries,2019-08-30,2.5,kg
beans,broad,2019-08-30,1.13,kg
beans,dwarf_french_or_kidney,2019-08-30,1.8,kg
beans,runner_climbing,2019-08-30,1.38,kg
beetroot,beetroot,2019-08-30,0.49,kg
pak_choi,pak_choi,2019-08-30,2.62,kg
curly_kale,curly_kale,2019-08-30,2.74,kg
cabbage,red,2019-08-30,0.5,kg
cabbage,savoy,2019-08-30,0.54,head
spring_greens,prepacked,2019-08-30,1.03,kg
cabbage,summer_autumn_pointed,2019-08-30,0.65,kg
cabbage,white,2019-08-30,0.62,kg
cabbage,round_green_other,2019-08-30,0.48,head
calabrese,calabrese,2019-08-30,1.95,kg
capsicum,green,2019-08-30,0.92,kg
capsicum,red,2019-08-30,0.9,kg
capsicum,elongated,2019-08-30,1.12,kg
capsicum,yelloworange,2019-08-30,0.79,kg
carrots,topped_washed,2019-08-30,0.45,kg
cauliflower,all,2019-08-30,0.92,head
celery,all_washed,2019-08-30,0.8,kg
celeriac,celeriac,2019-08-30,0.71,kg
coriander,coriander,2019-08-30,1.53,kg
courgettes,courgettes,2019-08-30,1.03,kg
cucumbers,cucumbers,2019-08-30,1.17,kg
leeks,trimmed,2019-08-30,1.27,kg
lettuce,butterhead_indoor,2019-08-30,0.41,head
lettuce,cos,2019-08-30,0.55,head
lettuce,crisp_iceberg_type,2019-08-30,0.5,head
lettuce,little_gem,2019-08-30,0.55,twin
rocket,rocket,2019-08-30,4.79,kg
mixed_babyleaf_salad,pillow_pack,2019-08-30,4.75,kg
onion,bulb_brown,2019-08-30,0.34,kg
onion,bulb_red,2019-08-30,0.67,kg
onion,saladspring,2019-08-30,0.28,kg
swede,swede,2019-08-30,0.25,kg
turnip,turnip,2019-08-30,1.29,kg
parsnips,all_varieties,2019-08-30,1.28,kg
peas,shelling_all_varieties,2019-08-30,1.65,kg
rhubarb,outdoor,2019-08-30,1.22,kg
spinach_leaf,loosebunches,2019-08-30,1.62,kg
sweetcorn,sweetcorn,2019-08-30,0.19,head
tomatoes,round,2019-08-30,1.35,kg
tomatoes,vine,2019-08-30,1.95,kg
tomatoes,cherry,2019-08-30,2.8,kg
watercress,pillow_packs,2019-08-30,10.14,kg
gladioli,all_varieties,2019-08-30,0.25,stem
apples,bramleys_seedling,2019-08-23,1.02,kg
apples,braeburn,2019-08-23,0.55,kg
apples,gala,2019-08-23,0.99,kg
apples,other_early_season,2019-08-23,0.92,kg
blackberries,blackberries,2019-08-23,6.39,kg
currants,black,2019-08-23,5.06,kg
blueberries,blueberries,2019-08-23,6.07,kg
cherries,all,2019-08-23,3.68,kg
gooseberries,gooseberries,2019-08-23,4.02,kg
pears,conference,2019-08-23,1.09,kg
pears,other,2019-08-23,0.87,kg
plums,victoria,2019-08-23,1.53,kg
plums,all_other,2019-08-23,1.25,kg
raspberries,raspberries,2019-08-23,8.37,kg
strawberries,strawberries,2019-08-23,2.68,kg
beans,broad,2019-08-23,1.12,kg
beans,dwarf_french_or_kidney,2019-08-23,1.82,kg
beans,runner_climbing,2019-08-23,1.37,kg
beetroot,beetroot,2019-08-23,0.49,kg
pak_choi,pak_choi,2019-08-23,2.6,kg
curly_kale,curly_kale,2019-08-23,2.74,kg
cabbage,red,2019-08-23,0.55,kg
cabbage,savoy,2019-08-23,0.54,head
spring_greens,prepacked,2019-08-23,1.05,kg
cabbage,summer_autumn_pointed,2019-08-23,0.56,kg
cabbage,white,2019-08-23,0.65,kg
cabbage,round_green_other,2019-08-23,0.5,head
calabrese,calabrese,2019-08-23,3.38,kg
capsicum,green,2019-08-23,1.04,kg
capsicum,red,2019-08-23,1,kg
capsicum,yelloworange,2019-08-23,1.01,kg
carrots,topped_washed,2019-08-23,0.43,kg
cauliflower,all,2019-08-23,1.63,head
celery,all_washed,2019-08-23,0.81,kg
celeriac,celeriac,2019-08-23,0.71,kg
coriander,coriander,2019-08-23,1.52,kg
courgettes,courgettes,2019-08-23,1.06,kg
cucumbers,cucumbers,2019-08-23,0.94,kg
leeks,trimmed,2019-08-23,1.26,kg
lettuce,butterhead_indoor,2019-08-23,0.39,head
lettuce,cos,2019-08-23,0.5,head
lettuce,crisp_iceberg_type,2019-08-23,0.43,head
lettuce,little_gem,2019-08-23,0.56,twin
rocket,rocket,2019-08-23,4.87,kg
mixed_babyleaf_salad,pillow_pack,2019-08-23,4.78,kg
onion,bulb_brown,2019-08-23,0.34,kg
onion,bulb_red,2019-08-23,0.59,kg
onion,saladspring,2019-08-23,0.27,kg
swede,swede,2019-08-23,0.25,kg
turnip,turnip,2019-08-23,1.25,kg
parsnips,all_varieties,2019-08-23,1.31,kg
peas,shelling_all_varieties,2019-08-23,1.62,kg
rhubarb,outdoor,2019-08-23,1.1,kg
spinach_leaf,loosebunches,2019-08-23,1.59,kg
sweetcorn,sweetcorn,2019-08-23,0.18,head
tomatoes,round,2019-08-23,1.23,kg
tomatoes,vine,2019-08-23,1.55,kg
tomatoes,cherry,2019-08-23,2.8,kg
watercress,pillow_packs,2019-08-23,10.16,kg
gladioli,all_varieties,2019-08-23,0.22,stem
apples,bramleys_seedling,2019-08-16,1.01,kg
apples,braeburn,2019-08-16,0.83,kg
apples,gala,2019-08-16,0.95,kg
apples,other_early_season,2019-08-16,0.92,kg
blackberries,blackberries,2019-08-16,6.02,kg
currants,black,2019-08-16,4.44,kg
blueberries,blueberries,2019-08-16,5.4,kg
cherries,all,2019-08-16,3.12,kg
pears,conference,2019-08-16,1.32,kg
pears,other,2019-08-16,0.78,kg
plums,victoria,2019-08-16,1.79,kg
plums,all_other,2019-08-16,1.42,kg
raspberries,raspberries,2019-08-16,7.11,kg
strawberries,strawberries,2019-08-16,1.54,kg
beans,broad,2019-08-16,1.13,kg
beans,dwarf_french_or_kidney,2019-08-16,1.72,kg
beans,runner_climbing,2019-08-16,1.29,kg
beetroot,beetroot,2019-08-16,0.5,kg
pak_choi,pak_choi,2019-08-16,1.86,kg
curly_kale,curly_kale,2019-08-16,2.8,kg
cabbage,red,2019-08-16,0.62,kg
cabbage,savoy,2019-08-16,0.58,head
spring_greens,prepacked,2019-08-16,1.11,kg
cabbage,summer_autumn_pointed,2019-08-16,0.59,kg
cabbage,white,2019-08-16,0.7,kg
cabbage,round_green_other,2019-08-16,0.5,head
calabrese,calabrese,2019-08-16,2.05,kg
capsicum,green,2019-08-16,0.89,kg
capsicum,red,2019-08-16,0.86,kg
capsicum,elongated,2019-08-16,0.94,kg
capsicum,yelloworange,2019-08-16,0.95,kg
carrots,topped_washed,2019-08-16,0.43,kg
cauliflower,all,2019-08-16,1.57,head
celery,all_washed,2019-08-16,0.84,kg
celeriac,celeriac,2019-08-16,0.85,kg
coriander,coriander,2019-08-16,1.7,kg
courgettes,courgettes,2019-08-16,0.79,kg
cucumbers,cucumbers,2019-08-16,0.95,kg
leeks,trimmed,2019-08-16,1.25,kg
lettuce,butterhead_indoor,2019-08-16,0.35,head
lettuce,cos,2019-08-16,0.51,head
lettuce,crisp_iceberg_type,2019-08-16,0.4,head
lettuce,little_gem,2019-08-16,0.55,twin
rocket,rocket,2019-08-16,4.84,kg
mixed_babyleaf_salad,pillow_pack,2019-08-16,4.73,kg
onion,bulb_brown,2019-08-16,0.44,kg
onion,bulb_red,2019-08-16,0.53,kg
onion,saladspring,2019-08-16,0.27,kg
swede,swede,2019-08-16,0.25,kg
turnip,turnip,2019-08-16,1.28,kg
parsnips,all_varieties,2019-08-16,1.32,kg
peas,shelling_all_varieties,2019-08-16,1.5,kg
rhubarb,outdoor,2019-08-16,1.11,kg
spinach_leaf,loosebunches,2019-08-16,1.6,kg
sweetcorn,sweetcorn,2019-08-16,0.16,head
tomatoes,round,2019-08-16,1.15,kg
tomatoes,vine,2019-08-16,1.11,kg
tomatoes,cherry,2019-08-16,1.08,kg
tomatoes,plum,2019-08-16,1.05,kg
watercress,pillow_packs,2019-08-16,9.94,kg
gladioli,all_varieties,2019-08-16,0.16,stem
apples,bramleys_seedling,2019-08-09,1.17,kg
apples,braeburn,2019-08-09,0.93,kg
apples,gala,2019-08-09,1.12,kg
apples,other_early_season,2019-08-09,1.14,kg
blackberries,blackberries,2019-08-09,6.16,kg
currants,black,2019-08-09,4.7,kg
currants,red,2019-08-09,5.3,kg
blueberries,blueberries,2019-08-09,6.33,kg
cherries,all,2019-08-09,3.11,kg
gooseberries,gooseberries,2019-08-09,4.74,kg
plums,victoria,2019-08-09,3.3,kg
plums,all_other,2019-08-09,1.44,kg
raspberries,raspberries,2019-08-09,7.99,kg
strawberries,strawberries,2019-08-09,1.03,kg
beans,broad,2019-08-09,1.08,kg
beans,dwarf_french_or_kidney,2019-08-09,2.03,kg
beans,runner_climbing,2019-08-09,1.52,kg
beetroot,beetroot,2019-08-09,0.49,kg
pak_choi,pak_choi,2019-08-09,2.01,kg
curly_kale,curly_kale,2019-08-09,2.93,kg
cabbage,red,2019-08-09,0.57,kg
cabbage,savoy,2019-08-09,0.52,head
spring_greens,prepacked,2019-08-09,1.07,kg
cabbage,summer_autumn_pointed,2019-08-09,0.59,kg
cabbage,white,2019-08-09,0.57,kg
cabbage,round_green_other,2019-08-09,0.51,head
calabrese,calabrese,2019-08-09,1.87,kg
capsicum,red,2019-08-09,1.05,kg
capsicum,elongated,2019-08-09,1.35,kg
capsicum,yelloworange,2019-08-09,1.07,kg
carrots,topped_washed,2019-08-09,0.44,kg
cauliflower,all,2019-08-09,1.39,head
celery,all_washed,2019-08-09,0.86,kg
celeriac,celeriac,2019-08-09,0.79,kg
coriander,coriander,2019-08-09,1.62,kg
courgettes,courgettes,2019-08-09,0.88,kg
cucumbers,cucumbers,2019-08-09,1.29,kg
leeks,trimmed,2019-08-09,1.35,kg
lettuce,butterhead_indoor,2019-08-09,0.35,head
lettuce,cos,2019-08-09,0.54,head
lettuce,crisp_iceberg_type,2019-08-09,0.42,head
lettuce,little_gem,2019-08-09,0.55,twin
rocket,rocket,2019-08-09,4.74,kg
mixed_babyleaf_salad,pillow_pack,2019-08-09,4.72,kg
onion,bulb_brown,2019-08-09,0.34,kg
onion,bulb_red,2019-08-09,0.53,kg
onion,saladspring,2019-08-09,0.27,kg
swede,swede,2019-08-09,0.26,kg
turnip,turnip,2019-08-09,1.16,kg
parsnips,all_varieties,2019-08-09,1.41,kg
peas,shelling_all_varieties,2019-08-09,1.78,kg
rhubarb,outdoor,2019-08-09,1.29,kg
spinach_leaf,loosebunches,2019-08-09,1.64,kg
sweetcorn,sweetcorn,2019-08-09,0.24,head
tomatoes,round,2019-08-09,1.06,kg
tomatoes,vine,2019-08-09,0.96,kg
tomatoes,cherry,2019-08-09,1.04,kg
watercress,pillow_packs,2019-08-09,10.08,kg
gladioli,all_varieties,2019-08-09,0.19,stem
apples,bramleys_seedling,2019-08-02,1.16,kg
apples,braeburn,2019-08-02,0.68,kg
apples,gala,2019-08-02,1.01,kg
blackberries,blackberries,2019-08-02,4.19,kg
currants,black,2019-08-02,6.05,kg
currants,red,2019-08-02,7,kg
blueberries,blueberries,2019-08-02,7.57,kg
cherries,all,2019-08-02,2.86,kg
plums,all_other,2019-08-02,1.2,kg
raspberries,raspberries,2019-08-02,6.68,kg
strawberries,strawberries,2019-08-02,1.66,kg
beans,broad,2019-08-02,1.1,kg
beans,dwarf_french_or_kidney,2019-08-02,2.32,kg
beans,runner_climbing,2019-08-02,2.21,kg
beetroot,beetroot,2019-08-02,0.52,kg
pak_choi,pak_choi,2019-08-02,2.02,kg
curly_kale,curly_kale,2019-08-02,2.62,kg
cabbage,red,2019-08-02,0.65,kg
cabbage,savoy,2019-08-02,0.52,head
spring_greens,prepacked,2019-08-02,1.07,kg
cabbage,summer_autumn_pointed,2019-08-02,0.59,kg
cabbage,white,2019-08-02,0.65,kg
cabbage,round_green_other,2019-08-02,0.5,head
calabrese,calabrese,2019-08-02,1.42,kg
capsicum,red,2019-08-02,1.33,kg
capsicum,elongated,2019-08-02,1.18,kg
capsicum,yelloworange,2019-08-02,1.49,kg
carrots,topped_washed,2019-08-02,0.46,kg
cauliflower,all,2019-08-02,0.52,head
celery,all_washed,2019-08-02,0.84,kg
celeriac,celeriac,2019-08-02,0.78,kg
coriander,coriander,2019-08-02,1.87,kg
courgettes,courgettes,2019-08-02,0.75,kg
cucumbers,cucumbers,2019-08-02,1.26,kg
leeks,trimmed,2019-08-02,1.4,kg
lettuce,butterhead_indoor,2019-08-02,0.35,head
lettuce,cos,2019-08-02,0.53,head
lettuce,crisp_iceberg_type,2019-08-02,0.41,head
lettuce,little_gem,2019-08-02,0.54,twin
rocket,rocket,2019-08-02,4.76,kg
mixed_babyleaf_salad,pillow_pack,2019-08-02,4.72,kg
onion,bulb_brown,2019-08-02,0.47,kg
onion,saladspring,2019-08-02,0.27,kg
swede,swede,2019-08-02,0.27,kg
turnip,turnip,2019-08-02,1.1,kg
parsnips,all_varieties,2019-08-02,1.56,kg
peas,shelling_all_varieties,2019-08-02,1.75,kg
rhubarb,outdoor,2019-08-02,1.52,kg
spinach_leaf,loosebunches,2019-08-02,1.97,kg
sweetcorn,sweetcorn,2019-08-02,0.29,head
tomatoes,round,2019-08-02,1.29,kg
tomatoes,vine,2019-08-02,2.06,kg
tomatoes,cherry,2019-08-02,1.3,kg
watercress,pillow_packs,2019-08-02,9.5,kg
gladioli,all_varieties,2019-08-02,0.22,stem
apples,bramleys_seedling,2019-07-26,1.06,kg
apples,braeburn,2019-07-26,0.87,kg
apples,gala,2019-07-26,0.98,kg
blackberries,blackberries,2019-07-26,3.59,kg
currants,black,2019-07-26,6.78,kg
blueberries,blueberries,2019-07-26,8.18,kg
cherries,all,2019-07-26,2.3,kg
gooseberries,gooseberries,2019-07-26,3.77,kg
plums,all_other,2019-07-26,1.84,kg
raspberries,raspberries,2019-07-26,5.73,kg
strawberries,strawberries,2019-07-26,2.96,kg
beans,broad,2019-07-26,1.29,kg
beans,dwarf_french_or_kidney,2019-07-26,4.13,kg
beans,runner_climbing,2019-07-26,3.4,kg
beetroot,beetroot,2019-07-26,0.54,kg
pak_choi,pak_choi,2019-07-26,1.69,kg
curly_kale,curly_kale,2019-07-26,2.81,kg
cabbage,red,2019-07-26,0.69,kg
cabbage,savoy,2019-07-26,0.6,head
spring_greens,prepacked,2019-07-26,1.07,kg
cabbage,summer_autumn_pointed,2019-07-26,0.57,kg
cabbage,white,2019-07-26,0.73,kg
cabbage,round_green_other,2019-07-26,0.54,head
calabrese,calabrese,2019-07-26,1.5,kg
capsicum,red,2019-07-26,1,kg
capsicum,elongated,2019-07-26,1.15,kg
capsicum,yelloworange,2019-07-26,0.96,kg
carrots,topped_washed,2019-07-26,0.49,kg
cauliflower,all,2019-07-26,0.54,head
celery,all_washed,2019-07-26,1.03,kg
celeriac,celeriac,2019-07-26,0.79,kg
coriander,coriander,2019-07-26,1.84,kg
courgettes,courgettes,2019-07-26,0.86,kg
cucumbers,cucumbers,2019-07-26,1.19,kg
leeks,trimmed,2019-07-26,1.47,kg
lettuce,butterhead_indoor,2019-07-26,0.35,head
lettuce,cos,2019-07-26,0.53,head
lettuce,crisp_iceberg_type,2019-07-26,0.4,head
lettuce,little_gem,2019-07-26,0.54,twin
rocket,rocket,2019-07-26,4.93,kg
mixed_babyleaf_salad,pillow_pack,2019-07-26,4.83,kg
onion,bulb_brown,2019-07-26,0.34,kg
onion,saladspring,2019-07-26,0.27,kg
swede,swede,2019-07-26,0.26,kg
turnip,turnip,2019-07-26,1.2,kg
parsnips,all_varieties,2019-07-26,1.66,kg
peas,shelling_all_varieties,2019-07-26,1.82,kg
rhubarb,outdoor,2019-07-26,1.53,kg
spinach_leaf,loosebunches,2019-07-26,1.9,kg
sweetcorn,sweetcorn,2019-07-26,0.35,head
tomatoes,round,2019-07-26,1.25,kg
tomatoes,vine,2019-07-26,1.05,kg
tomatoes,cherry,2019-07-26,1.41,kg
tomatoes,plum,2019-07-26,1.04,kg
watercress,pillow_packs,2019-07-26,9.29,kg
gladioli,all_varieties,2019-07-26,0.18,stem
apples,bramleys_seedling,2019-07-19,1.04,kg
apples,braeburn,2019-07-19,1.09,kg
apples,gala,2019-07-19,1.09,kg
apples,other_late_season,2019-07-19,0.75,kg
blackberries,blackberries,2019-07-19,5.74,kg
currants,black,2019-07-19,7.1,kg
blueberries,blueberries,2019-07-19,8.05,kg
cherries,all,2019-07-19,3.2,kg
gooseberries,gooseberries,2019-07-19,4.09,kg
plums,all_other,2019-07-19,1.72,kg
raspberries,raspberries,2019-07-19,6.99,kg
strawberries,strawberries,2019-07-19,2.95,kg
beans,broad,2019-07-19,1.2,kg
beans,dwarf_french_or_kidney,2019-07-19,3.38,kg
beans,runner_climbing,2019-07-19,4.72,kg
beetroot,beetroot,2019-07-19,0.52,kg
pak_choi,pak_choi,2019-07-19,1.8,kg
curly_kale,curly_kale,2019-07-19,2.98,kg
cabbage,red,2019-07-19,0.65,kg
cabbage,savoy,2019-07-19,0.57,head
spring_greens,prepacked,2019-07-19,1.07,kg
cabbage,summer_autumn_pointed,2019-07-19,0.57,kg
cabbage,white,2019-07-19,0.76,kg
cabbage,round_green_other,2019-07-19,0.54,head
calabrese,calabrese,2019-07-19,2.08,kg
capsicum,green,2019-07-19,0.64,kg
capsicum,red,2019-07-19,1.03,kg
capsicum,elongated,2019-07-19,1.02,kg
capsicum,yelloworange,2019-07-19,1.12,kg
carrots,topped_washed,2019-07-19,0.5,kg
cauliflower,all,2019-07-19,0.7,head
celery,all_washed,2019-07-19,1.07,kg
celeriac,celeriac,2019-07-19,0.86,kg
coriander,coriander,2019-07-19,1.56,kg
courgettes,courgettes,2019-07-19,0.89,kg
cucumbers,cucumbers,2019-07-19,1.1,kg
leeks,trimmed,2019-07-19,1.51,kg
lettuce,butterhead_indoor,2019-07-19,0.35,head
lettuce,cos,2019-07-19,0.54,head
lettuce,crisp_iceberg_type,2019-07-19,0.39,head
lettuce,little_gem,2019-07-19,0.55,twin
rocket,rocket,2019-07-19,4.94,kg
mixed_babyleaf_salad,pillow_pack,2019-07-19,4.9,kg
onion,bulb_brown,2019-07-19,0.61,kg
onion,saladspring,2019-07-19,0.26,kg
swede,swede,2019-07-19,0.27,kg
turnip,turnip,2019-07-19,1.22,kg
parsnips,all_varieties,2019-07-19,1.81,kg
peas,shelling_all_varieties,2019-07-19,1.68,kg
rhubarb,outdoor,2019-07-19,1.54,kg
spinach_leaf,loosebunches,2019-07-19,1.84,kg
tomatoes,round,2019-07-19,1.17,kg
tomatoes,vine,2019-07-19,1.18,kg
tomatoes,cherry,2019-07-19,1.54,kg
tomatoes,plum,2019-07-19,1.05,kg
watercress,pillow_packs,2019-07-19,9.25,kg
gladioli,all_varieties,2019-07-19,0.17,stem
apples,bramleys_seedling,2019-07-12,1.02,kg
apples,braeburn,2019-07-12,1.06,kg
apples,gala,2019-07-12,1.02,kg
apples,other_late_season,2019-07-12,0.75,kg
blackberries,blackberries,2019-07-12,6.01,kg
currants,black,2019-07-12,6.74,kg
blueberries,blueberries,2019-07-12,9.2,kg
cherries,all,2019-07-12,4.27,kg
gooseberries,gooseberries,2019-07-12,3.27,kg
plums,all_other,2019-07-12,1.87,kg
raspberries,raspberries,2019-07-12,6.31,kg
strawberries,strawberries,2019-07-12,2.83,kg
beans,broad,2019-07-12,1.31,kg
beans,dwarf_french_or_kidney,2019-07-12,2.03,kg
beans,runner_climbing,2019-07-12,4.94,kg
beetroot,beetroot,2019-07-12,0.53,kg
pak_choi,pak_choi,2019-07-12,1.89,kg
curly_kale,curly_kale,2019-07-12,2.97,kg
cabbage,red,2019-07-12,0.78,kg
cabbage,savoy,2019-07-12,0.57,head
spring_greens,prepacked,2019-07-12,1.07,kg
cabbage,summer_autumn_pointed,2019-07-12,0.57,kg
cabbage,white,2019-07-12,0.95,kg
cabbage,round_green_other,2019-07-12,0.5,head
calabrese,calabrese,2019-07-12,2.13,kg
capsicum,red,2019-07-12,1.5,kg
capsicum,elongated,2019-07-12,1.2,kg
capsicum,yelloworange,2019-07-12,1.53,kg
carrots,topped_washed,2019-07-12,0.51,kg
cauliflower,all,2019-07-12,0.87,head
celery,all_washed,2019-07-12,1.08,kg
celeriac,celeriac,2019-07-12,0.94,kg
coriander,coriander,2019-07-12,1.64,kg
courgettes,courgettes,2019-07-12,0.99,kg
cucumbers,cucumbers,2019-07-12,1.08,kg
leeks,trimmed,2019-07-12,1.57,kg
lettuce,butterhead_indoor,2019-07-12,0.35,head
lettuce,cos,2019-07-12,0.58,head
lettuce,crisp_iceberg_type,2019-07-12,0.4,head
lettuce,little_gem,2019-07-12,0.54,twin
rocket,rocket,2019-07-12,4.82,kg
mixed_babyleaf_salad,pillow_pack,2019-07-12,4.89,kg
onion,bulb_brown,2019-07-12,0.54,kg
onion,saladspring,2019-07-12,0.25,kg
swede,swede,2019-07-12,0.27,kg
turnip,turnip,2019-07-12,1.21,kg
parsnips,all_varieties,2019-07-12,1.76,kg
peas,shelling_all_varieties,2019-07-12,1.68,kg
rhubarb,forced,2019-07-12,1.56,kg
rhubarb,outdoor,2019-07-12,1.59,kg
spinach_leaf,loosebunches,2019-07-12,1.48,kg
sweetcorn,sweetcorn,2019-07-12,0.45,head
tomatoes,round,2019-07-12,0.95,kg
tomatoes,vine,2019-07-12,1.28,kg
tomatoes,cherry,2019-07-12,1.86,kg
tomatoes,plum,2019-07-12,1.13,kg
watercress,pillow_packs,2019-07-12,10,kg
gladioli,all_varieties,2019-07-12,0.25,stem
apples,bramleys_seedling,2019-07-05,1.03,kg
apples,braeburn,2019-07-05,1.03,kg
apples,gala,2019-07-05,1.11,kg
apples,other_late_season,2019-07-05,0.75,kg
blackberries,blackberries,2019-07-05,9.02,kg
currants,black,2019-07-05,9,kg
blueberries,blueberries,2019-07-05,11.97,kg
cherries,all,2019-07-05,5.54,kg
gooseberries,gooseberries,2019-07-05,3.67,kg
raspberries,raspberries,2019-07-05,8.64,kg
strawberries,strawberries,2019-07-05,3.07,kg
asparagus,asparagus,2019-07-05,13,kg
beans,broad,2019-07-05,1.3,kg
beans,runner_climbing,2019-07-05,6.05,kg
beetroot,beetroot,2019-07-05,0.54,kg
pak_choi,pak_choi,2019-07-05,1.66,kg
curly_kale,curly_kale,2019-07-05,2.96,kg
cabbage,red,2019-07-05,0.81,kg
cabbage,savoy,2019-07-05,0.63,head
spring_greens,prepacked,2019-07-05,1.09,kg
cabbage,summer_autumn_pointed,2019-07-05,0.65,kg
cabbage,white,2019-07-05,0.91,kg
cabbage,round_green_other,2019-07-05,0.54,head
calabrese,calabrese,2019-07-05,1.89,kg
capsicum,green,2019-07-05,1.07,kg
capsicum,red,2019-07-05,1.53,kg
capsicum,elongated,2019-07-05,1.42,kg
capsicum,yelloworange,2019-07-05,1.57,kg
carrots,topped_washed,2019-07-05,0.52,kg
cauliflower,all,2019-07-05,0.7,head
celery,all_washed,2019-07-05,1.08,kg
celeriac,celeriac,2019-07-05,0.92,kg
coriander,coriander,2019-07-05,1.57,kg
courgettes,courgettes,2019-07-05,1.05,kg
cucumbers,cucumbers,2019-07-05,0.98,kg
leeks,trimmed,2019-07-05,1.8,kg
lettuce,butterhead_indoor,2019-07-05,0.36,head
lettuce,cos,2019-07-05,0.5,head
lettuce,crisp_iceberg_type,2019-07-05,0.37,head
lettuce,little_gem,2019-07-05,0.56,twin
rocket,rocket,2019-07-05,4.98,kg
mixed_babyleaf_salad,pillow_pack,2019-07-05,4.91,kg
onion,bulb_brown,2019-07-05,0.66,kg
onion,saladspring,2019-07-05,0.25,kg
swede,swede,2019-07-05,0.27,kg
turnip,turnip,2019-07-05,1.2,kg
parsnips,all_varieties,2019-07-05,1.79,kg
peas,shelling_all_varieties,2019-07-05,1.86,kg
rhubarb,outdoor,2019-07-05,1.72,kg
spinach_leaf,loosebunches,2019-07-05,1.59,kg
tomatoes,round,2019-07-05,1.02,kg
tomatoes,vine,2019-07-05,1.22,kg
tomatoes,cherry,2019-07-05,1.85,kg
tomatoes,plum,2019-07-05,1.2,kg
watercress,pillow_packs,2019-07-05,9.45,kg
gladioli,all_varieties,2019-07-05,0.25,stem
apples,bramleys_seedling,2019-06-28,1.14,kg
apples,braeburn,2019-06-28,1.11,kg
apples,gala,2019-06-28,1.11,kg
apples,other_late_season,2019-06-28,0.88,kg
cherries,all,2019-06-28,3.74,kg
gooseberries,gooseberries,2019-06-28,4.38,kg
raspberries,raspberries,2019-06-28,9.77,kg
strawberries,strawberries,2019-06-28,2.52,kg
asparagus,asparagus,2019-06-28,3.5,kg
